amfi_code,scheme_name,return_1yr_pct,return_3yr_pct,return_5yr_pct
119094,Axis Midcap Fund - Regular - Growth,22.277897154308548,35.10252788903541,28.214417193652032
148567,Mirae Asset Large Cap Fund - Regular - Growth,20.37595706234765,33.991970400445304,30.974107501859027
120504,ICICI Pru Bluechip Fund - Direct - Growth,13.073788394478303,32.478927222623,23.29511862010305
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,53.277195495404996,32.43397122906222,30.12315310072722
120505,ICICI Pru Midcap Fund - Regular - Growth,29.627681171526877,31.769242852237323,32.82740607461121
119551,SBI Bluechip Fund - Regular Plan - Growth,60.489297118400344,30.448613060027817,25.804686425584002
120843,Kotak Flexicap Fund - Regular - Growth,26.677583918827153,29.57511058901836,30.907454754005492
148569,Mirae Asset Tax Saver Fund - Regular - Growth,39.78380253854239,29.17135767741186,31.94952310833252
101206,ABSL Frontline Equity Fund - Regular - Growth,47.96379447633372,28.960211096593724,23.53836133468803
149324,DSP Small Cap Fund - Regular - Growth,65.19546577826334,26.99350260734621,32.287440451573616
149323,DSP Midcap Fund - Regular - Growth,21.497414349538225,26.863103668817146,29.581086910433996
119598,SBI Small Cap Fund - Regular Plan - Growth,82.85157468100046,26.66309129954312,32.423536152454616
102887,UTI Flexi Cap Fund - Regular - Growth,13.59304393755194,25.549670172502026,16.84112024730753
118632,Nippon India Large Cap Fund - Regular - Growth,34.007895823651204,22.646647456747715,24.049492662391756
118633,Nippon India Large Cap Fund - Direct - Growth,25.559539940517382,21.084691029380597,16.274217354504273
119093,Axis Bluechip Fund - Direct - Growth,19.781538524100494,20.8115598266319,7.897557854375958
118635,Nippon India ETF Nifty 50 BeES,22.510248103762276,20.00321571698329,15.957231179671737
102885,UTI Nifty 50 Index Fund - Regular - Growth,20.222858595384665,19.662361245910965,18.23237888770595
125497,HDFC Top 100 Fund - Direct Plan - Growth,28.6975804558778,18.429918008610045,19.017795344711462
120506,ICICI Pru Value Discovery Fund - Regular - Growth,41.85299002066023,18.417429266835228,17.08486725575018
149322,DSP Top 100 Equity Fund - Regular - Growth,18.12461925339035,18.03973982038829,13.393275924001857
120841,Kotak Bluechip Fund - Regular - Growth,16.849551529398422,17.263014444437943,13.53221114899239
119552,SBI Bluechip Fund - Direct Plan - Growth,5.7101178520777784,16.263375081360643,21.524235873769705
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,14.279834500870736,14.744434832760533,22.516869007113847
120503,ICICI Pru Bluechip Fund - Regular - Growth,8.495135972254552,13.974980348212673,18.785325598262204
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,15.455077019290385,11.242518737374208,11.301817123279978
118634,Nippon India Small Cap Fund - Regular - Growth,15.822866445588701,8.0060298597036,16.373474033415757
120842,Kotak Emerging Equity Fund - Regular - Growth,22.518986942465922,7.75416750547262,6.701543482038463
120507,ICICI Pru Liquid Fund - Regular - Growth,7.430320855847317,7.392538786263403,7.237539728384412
120844,Kotak Liquid Fund - Regular - Growth,7.125369741102916,6.694394239074852,6.915272985067156
101208,ABSL Liquid Fund - Regular - Growth,7.241777200393584,6.314299292105274,6.509026855465327
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,5.525880326360788,5.838988442093762,5.889418716346717
118636,Nippon India Gilt Securities Fund - Regular - Growth,10.462462788080341,4.061259859840338,5.316889625171273
100025,HDFC Short Term Debt Fund - Regular - Growth,3.7075527018896492,3.9154793546847033,4.458209619173137
100016,HDFC Top 100 Fund - Regular Plan - Growth,-2.2257773892688015,1.2923525892154508,2.637074367211101
119092,Axis Bluechip Fund - Regular - Growth,1.61022963455828,0.5257668501786883,6.367989237605243
102886,UTI Mid Cap Fund - Regular - Growth,-16.807959958672036,-0.7672319440258146,1.1717454918341197
119599,SBI Small Cap Fund - Direct Plan - Growth,13.957994357447735,-1.337083602283895,2.054484701809378
101207,ABSL Small Cap Fund - Regular - Growth,-24.000309180292632,-4.151453816140693,7.938764837247714
119095,Axis Small Cap Fund - Regular - Growth,-42.81949516662213,-11.703299329834216,1.5215045330823962
