amfi_code,scheme_name,fund_house,category,sub_category,return_3yr_pct,sharpe_ratio,alpha,expense_ratio_pct,max_drawdown_pct,fund_score
148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,Equity,Large Cap,33.991970400445304,1.729753465674064,0.2698375144191807,1.46,-11.265729075028275,86.25
120505,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,Equity,Mid Cap,31.769242852237323,1.424242290450087,0.2926358334175106,1.36,-18.188513572116292,82.88
120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,Equity,Flexi Cap,29.57511058901836,1.5621857098940621,0.27330465038306057,1.45,-12.97396816518679,82.0
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity,Mid Cap,32.43397122906222,1.30719340677059,0.2719535450128533,1.38,-16.217208574644847,80.75
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,Equity,Large Cap,32.478927222623,1.1946071219844103,0.2119482701352573,0.8,-12.588275606922517,80.0
119094,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity,Mid Cap,35.10252788903541,1.1856956730954253,0.2607666908004223,1.38,-20.960883862039193,77.0
119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Large Cap,30.448613060027817,1.4173751190567725,0.23201007160635082,1.54,-15.012385498645331,74.19
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,Equity,ELSS,29.17135767741186,1.4837679234382193,0.2827036785246582,1.6,-16.39674294693263,73.69
101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Large Cap,28.960211096593724,1.1965133010370859,0.21399784776051212,1.6,-11.291596329323072,68.19
119598,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Small Cap,26.66309129954312,1.1463657592507004,0.3033696538698332,1.43,-28.706005721764548,68.0
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,Small Cap,26.99350260734621,1.1508514759807424,0.3005787817097677,1.52,-31.171900300634213,67.31
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,Mid Cap,26.863103668817146,1.3492065039478627,0.26598577542043045,1.61,-17.24810575345138,66.75
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,Large Cap,22.646647456747715,1.2617425946671657,0.21829397904608644,1.51,-17.41407508665723,66.56
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,16.263375081360643,1.1027965777691588,0.1986859936686296,0.66,-11.803493502764296,64.75
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,18.429918008610045,0.8910389722969054,0.17729754927531766,0.92,-15.200013055606398,58.62
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Index/ETF,20.00321571698329,0.7572532622123085,0.1513635464823924,0.89,-11.650624505409091,58.38
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Large Cap,21.084691029380597,0.7356132348308858,0.1564383594816967,0.72,-18.62974313859551,57.94
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,Index,19.662361245910965,0.93563722627187,0.17048756803412696,1.57,-10.85986215250232,54.38
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,Large & Mid Cap,14.744434832760533,1.0759309570477826,0.20873010086942337,1.52,-15.27259422823477,53.44
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,Large Cap,13.974980348212673,0.9155533152963009,0.17703302365844073,1.42,-13.897862823061635,53.0
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,Liquid,7.392538786263403,0.9648359559273197,0.06746210411099539,0.74,-0.09773140045925555,52.38
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,Value,18.417429266835228,0.74159331186098,0.1625385327998104,1.41,-19.82565826298267,50.5
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Large Cap,20.8115598266319,0.15491387233403447,0.08232801295222093,0.75,-21.751396370148225,47.0
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Flexi Cap,25.549670172502026,0.7077806794549562,0.16211256794033255,1.64,-21.539827112383225,45.56
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,Liquid,6.694394239074852,0.3241992572259895,0.06455677495375998,0.6,-0.11629327956168556,44.88
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,Large Cap,18.03973982038829,0.5268345390589445,0.13173190226099432,1.54,-14.844576917771747,43.69
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,Mid Cap,11.242518737374208,0.3414031962238621,0.11989100971217971,0.78,-21.11727956013212,42.12
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,Large Cap,17.263014444437943,0.561159211489858,0.13042924450705445,1.59,-17.57361416468729,39.38
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Small Cap,8.0060298597036,0.5149411486379397,0.1750072167561127,1.53,-23.34488614483311,38.31
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Gilt,5.838988442093762,-0.18645072688091177,0.05620895216638369,0.77,-4.328728923970093,35.0
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Gilt,4.061259859840338,-0.3238520670060102,0.05074772999976104,0.55,-8.316361763638703,34.62
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,Liquid,6.314299292105274,-0.44377123014693853,0.060861457957871144,0.79,-0.16224980244717857,33.5
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,Short Duration,3.9154793546847033,-0.5433403633707403,0.042817920315060876,0.56,-4.308263824636349,31.25
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,Mid Cap,7.75416750547262,0.0936490029900013,0.0780443887615508,1.56,-24.003511326274886,27.0
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Small Cap,-1.337083602283895,-0.05196208322030603,0.048824215945539845,0.72,-52.57422117012851,23.31
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Large Cap,0.5257668501786883,0.04832594239251389,0.0689952982167755,1.64,-14.401617909337261,21.94
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Small Cap,-4.151453816140693,0.18554966512814597,0.10897091901704538,1.53,-35.44691649336603,21.44
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Small Cap,-11.703299329834216,-0.07171309809372946,0.048015953637759554,1.38,-51.677753708526566,16.62
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,1.2923525892154508,-0.19710645597486626,0.03747580763443281,1.55,-24.734440880673304,13.75
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Mid Cap,-0.7672319440258146,-0.2037091390775713,0.028969397866379445,1.51,-28.00112356639287,13.69
